Member_number,itemDescription
3553,other vegetables
2993,napkins
4365,whole milk
2860,flower (seeds)
3760,sliced cheese
2505,whole milk
1485,other vegetables
4608,ketchup
2873,liquor (appetizer)
4848,rolls/buns
2550,whipped/sour cream
2085,candy
2549,soda
1200,root vegetables
3463,shopping bags
3583,male cosmetics
1276,yogurt
2951,domestic eggs
4970,sliced cheese
1492,other vegetables
3864,sugar
2506,other vegetables
4285,roll products 
4822,other vegetables
3588,berries
2520,soda
1088,berries
1486,beef
4080,whole milk
3058,butter
3133,curd cheese
1731,whole milk
2436,margarine
3452,pastry
2761,semi-finished bread
1705,whole milk
3221,berries
1384,domestic eggs
4570,tropical fruit
2506,soda
3380,flour
2765,yogurt
4840,whipped/sour cream
1685,whole milk
2028,frozen vegetables
1125,pastry
1054,oil
4274,other vegetables
2710,long life bakery product
2699,pastry
1918,butter milk
4936,root vegetables
2535,rolls/buns
4495,domestic eggs
4216,rolls/buns
1515,cat food
2604,white bread
4820,snack products
2340,whole milk
2864,tropical fruit
1366,beef
3317,dessert
4218,berries
3958,rolls/buns
1309,cocoa drinks
1394,bottled beer
4412,frozen vegetables
3649,yogurt
4805,whole milk
1599,whole milk
4321,newspapers
3397,curd
3767,beverages
2781,other vegetables
3750,curd
4574,whole milk
4180,brown bread
3897,UHT-milk
4333,soft cheese
3796,bottled beer
2240,canned beer
2967,domestic eggs
2581,coffee
1248,whole milk
3830,coffee
3976,onions
1842,cream cheese 
1626,chewing gum
4059,whole milk
2370,chocolate
4466,yogurt
2404,yogurt
3224,shopping bags
1478,bottled water
2229,misc. beverages
4418,rolls/buns
3571,baking powder
2234,root vegetables
3416,canned beer
3429,root vegetables
1046,bottled water
4498,chocolate
2152,whisky
1425,brown bread
3946,newspapers
1009,yogurt
2825,whisky
4592,chocolate
1449,soda
1837,domestic eggs
4322,chocolate
2039,oil
3999,fruit/vegetable juice
1183,domestic eggs
2441,rolls/buns
2739,specialty bar
3049,yogurt
1697,kitchen towels
4109,other vegetables
3217,cream cheese 
4879,yogurt
3505,domestic eggs
4292,yogurt
4813,specialty chocolate
1379,cream cheese 
3410,rolls/buns
4074,flour
3438,waffles
2919,candles
1401,soda
2074,UHT-milk
4193,specialty chocolate
1195,liquor
4850,packaged fruit/vegetables
3255,whole milk
2572,dog food
3803,vinegar
3342,long life bakery product
3167,specialty chocolate
3517,hard cheese
1391,yogurt
2682,whole milk
1363,hard cheese
4849,berries
3107,frozen vegetables
2171,ice cream
2286,napkins
1449,tropical fruit
2192,soda
1926,brown bread
1245,shopping bags
4034,rolls/buns
3719,canned beer
1033,waffles
1293,specialty cheese
3737,soda
1114,shopping bags
2286,other vegetables
1782,yogurt
2837,citrus fruit
2011,candles
3067,margarine
3191,chocolate marshmallow
4161,fruit/vegetable juice
2526,yogurt
1582,margarine
3663,rolls/buns
1237,hard cheese
2635,specialty bar
3034,other vegetables
3005,fruit/vegetable juice
2476,canned beer
1052,whipped/sour cream
3781,pip fruit
4736,onions
4101,rolls/buns
2535,frozen vegetables
1924,semi-finished bread
3079,chicken
4270,shopping bags
2797,coffee
3813,cat food
4412,napkins
2997,soda
3703,chocolate
2260,chocolate
3583,whipped/sour cream
2513,rolls/buns
4336,prosecco
2017,white wine
2787,specialty bar
3460,dessert
4056,herbs
2063,cream cheese 
2085,domestic eggs
3778,meat
2691,rolls/buns
2534,specialty cheese
2315,roll products 
1094,soda
4529,tropical fruit
2745,coffee
4352,dog food
2783,cream cheese 
3280,tropical fruit
3473,liquor (appetizer)
3476,white bread
2173,long life bakery product
4170,onions
1596,beverages
1265,yogurt
1259,whole milk
4102,grapes
3465,white wine
3504,other vegetables
3336,tropical fruit
3001,bottled water
4078,shopping bags
3244,newspapers
3544,hard cheese
2760,soda
4643,UHT-milk
3601,other vegetables
2275,pet care
3082,pip fruit
4273,red/blush wine
1951,rolls/buns
3589,rolls/buns
2404,whole milk
3619,dessert
4733,other vegetables
4868,long life bakery product
3410,coffee
4937,bottled water
2979,onions
2278,coffee
4512,newspapers
1940,chocolate
1867,fruit/vegetable juice
1888,whipped/sour cream
2073,domestic eggs
4023,soda
4416,white bread
4210,other vegetables
1520,yogurt
1890,curd
3079,chocolate
1772,brown bread
1361,salt
4073,butter milk
2128,frozen meals
1882,chocolate
4895,specialty bar
1431,whole milk
2159,white bread
2666,fruit/vegetable juice
2986,whole milk
3491,female sanitary products
3844,curd
4002,white wine
3963,meat spreads
2997,soda
4122,chocolate
4326,yogurt
4331,sugar
4199,UHT-milk
1910,margarine
2713,rolls/buns
4535,rolls/buns
1529,soda
4361,bottled water
1208,frozen meals
1789,yogurt
4592,hamburger meat
2141,whole milk
1425,other vegetables
3264,dessert
4575,other vegetables
1042,bottled water
4624,whipped/sour cream
1692,chicken
4861,frozen vegetables
1409,tropical fruit
4403,yogurt
1000,hygiene articles
2359,margarine
1613,cream cheese 
2632,frozen meals
3974,curd
1742,root vegetables
3281,root vegetables
2610,pastry
3209,newspapers
1032,whipped/sour cream
2257,yogurt
4500,flour
2134,whole milk
4542,coffee
1921,rolls/buns
3363,margarine
3220,rolls/buns
2547,other vegetables
3675,white wine
3410,onions
3721,soda
2204,liquor (appetizer)
2251,packaged fruit/vegetables
4706,whole milk
1762,other vegetables
2996,other vegetables
3727,curd
4230,white wine
2089,curd
1452,whole milk
4176,flour
2484,newspapers
3590,salt
1015,beef
4942,bottled water
2038,whole milk
4024,grapes
4089,rolls/buns
2287,rolls/buns
1946,candy
4899,other vegetables
4656,coffee
1340,brown bread
3800,root vegetables
4883,frozen fish
4752,pip fruit
4120,rolls/buns
1776,yogurt
4445,flour
1515,candy
4470,other vegetables
2551,rolls/buns
2062,bottled beer
4407,domestic eggs
1479,shopping bags
1049,candy
3062,whole milk
3328,soda
2269,rolls/buns
2195,canned fish
4757,yogurt
4883,shopping bags
1846,root vegetables
4439,rolls/buns
2102,beef
3333,rolls/buns
4486,rolls/buns
3010,root vegetables
1206,cat food
2220,pastry
1989,mustard
3635,newspapers
1275,citrus fruit
3433,whipped/sour cream
1426,pip fruit
1110,yogurt
4163,liquor
4809,pip fruit
3559,shopping bags
3385,other vegetables
4523,zwieback
4335,other vegetables
1900,soda
1859,meat
3139,cat food
1614,whole milk
4694,misc. beverages
4257,whole milk
1604,fruit/vegetable juice
4857,tropical fruit
2017,UHT-milk
3239,yogurt
4194,chewing gum
1014,cookware
3651,yogurt
1591,hard cheese
1572,whipped/sour cream
2255,cake bar
1793,frozen meals
3256,soda
3176,red/blush wine
2790,tropical fruit
3581,rolls/buns
1190,waffles
4960,salty snack
1697,soda
1208,butter milk
1148,yogurt
1763,semi-finished bread
4526,yogurt
4447,butter
3521,whole milk
2969,waffles
2790,other vegetables
4328,yogurt
3484,salty snack
2467,yogurt
4722,bottled water
1490,detergent
4655,rolls/buns
2842,whole milk
1796,yogurt
4426,curd
2656,cleaner
4440,root vegetables
3682,oil
2897,yogurt
3316,cleaner
1494,shopping bags
4427,white bread
1322,curd
3354,hygiene articles
2169,rum
2140,other vegetables
1921,whipped/sour cream
2101,onions
3204,curd
3544,chocolate
3659,whole milk
2233,bottled beer
1832,sauces
3133,white wine
3438,Instant food products
3294,root vegetables
1035,frozen vegetables
4067,pastry
1710,rolls/buns
4781,candles
1768,long life bakery product
3907,whipped/sour cream
4885,whipped/sour cream
4584,newspapers
3728,waffles
1875,butter milk
1881,bottled water
2997,specialty chocolate
4190,citrus fruit
3283,onions
1903,tropical fruit
4949,rolls/buns
2460,butter
4726,tropical fruit
3066,soda
1239,processed cheese
3495,candy
1848,fruit/vegetable juice
2705,hamburger meat
3042,root vegetables
3088,chocolate
3728,specialty chocolate
4634,hard cheese
3542,beef
1666,long life bakery product
3617,other vegetables
3209,UHT-milk
2284,ice cream
2716,ice cream
1499,soda
4695,beef
3597,specialty chocolate
2408,liquor
2413,other vegetables
3664,other vegetables
4483,chocolate marshmallow
1265,brown bread
2235,root vegetables
1730,semi-finished bread
4920,yogurt
4555,soda
2069,sugar
2954,brown bread
4893,napkins
1961,rolls/buns
1165,spices
2489,beverages
1383,tropical fruit
4812,canned beer
1235,waffles
4313,soda
4044,hamburger meat
2926,yogurt
2764,bottled water
4340,whole milk
2106,cream cheese 
1083,sliced cheese
2043,rolls/buns
4196,whipped/sour cream
3844,pip fruit
2248,newspapers
3280,UHT-milk
1678,onions
4567,whole milk
1614,napkins
4251,pastry
4064,butter milk
4629,whole milk
4249,other vegetables
2798,pastry
4944,bottled beer
4495,beef
4524,specialty bar
2941,yogurt
2862,long life bakery product
3248,pork
1001,white bread
2104,cream cheese 
2083,other vegetables
1932,tropical fruit
3760,soda
2894,newspapers
3590,citrus fruit
4616,condensed milk
2527,meat
2327,pip fruit
4091,whole milk
4735,whole milk
4195,other vegetables
1017,rolls/buns
4115,waffles
1339,whole milk
4037,root vegetables
2789,grapes
1620,yogurt
4656,cat food
4795,sliced cheese
3843,grapes
4710,pasta
1090,yogurt
1539,margarine
2114,soups
4236,canned beer
4727,root vegetables
1967,seasonal products
1584,whole milk
4883,other vegetables
4039,vinegar
3927,rolls/buns
3594,other vegetables
4129,margarine
2616,pip fruit
2539,tropical fruit
2556,pastry
3855,domestic eggs
2089,cream cheese 
2466,whole milk
1211,other vegetables
1370,chocolate
3779,domestic eggs
3498,root vegetables
1613,whipped/sour cream
1176,other vegetables
4027,pip fruit
4389,liquor
2578,root vegetables
1342,pastry
2210,rolls/buns
4807,waffles
2799,pickled vegetables
2957,grapes
3566,pork
4768,flour
4853,whole milk
3791,yogurt
3235,long life bakery product
3866,whole milk
4385,margarine
4938,other vegetables
1528,chicken
4273,whole milk
1329,whipped/sour cream
4158,domestic eggs
1558,other vegetables
4782,berries
4606,dishes
3066,other vegetables
2299,newspapers
3677,domestic eggs
3947,liver loaf
2475,napkins
4677,rolls/buns
1890,specialty chocolate
3645,rolls/buns
4951,pip fruit
1718,frozen vegetables
1304,whole milk
2018,chocolate
3232,ice cream
4905,other vegetables
1238,margarine
4892,make up remover
4152,sugar
1790,other vegetables
1874,other vegetables
4708,processed cheese
3852,other vegetables
4688,rolls/buns
1042,other vegetables
4908,soda
1780,rolls/buns
1438,beef
1265,other vegetables
3669,white bread
2412,hard cheese
1818,specialty bar
2601,ready soups
1905,whole milk
1407,citrus fruit
3754,whole milk
2743,dog food
2211,canned beer
4138,light bulbs
4141,pot plants
4826,other vegetables
2685,yogurt
3793,rolls/buns
4687,other vegetables
2277,shopping bags
4518,rice
1997,pip fruit
4114,salty snack
1097,whipped/sour cream
2568,flour
1997,newspapers
4987,waffles
2404,flour
1619,jam
3640,domestic eggs
4537,salty snack
3519,hamburger meat
3587,hair spray
1232,grapes
2597,soda
1878,soda
2860,shopping bags
4006,root vegetables
4536,dessert
4180,whole milk
1384,other vegetables
3322,yogurt
2543,cream cheese 
3763,whole milk
4459,hamburger meat
2736,soda
1549,beef
2047,frozen vegetables
3754,hamburger meat
2667,fruit/vegetable juice
1829,pork
1376,soda
2953,frozen fruits
3465,berries
3120,berries
1301,soda
1865,dessert
2772,napkins
1875,berries
3358,bottled beer
3255,frozen dessert
3877,berries
1480,packaged fruit/vegetables
2850,finished products
1699,chicken
3258,rum
4717,tropical fruit
3307,bottled water
2332,root vegetables
2431,newspapers
2312,red/blush wine
2232,specialty chocolate
3998,berries
3054,pip fruit
4550,chicken
1075,frozen meals
3898,pork
3374,pork
4262,other vegetables
1151,pip fruit
3669,white wine
4222,tropical fruit
1914,rolls/buns
1306,chocolate marshmallow
4229,other vegetables
2145,coffee
1977,beef
4552,soda
4013,root vegetables
4566,pastry
3111,white bread
3699,pastry
2895,hamburger meat
3868,domestic eggs
3215,curd
2461,whole milk
1452,other vegetables
4618,sliced cheese
4721,canned vegetables
2712,grapes
1458,canned beer
3746,tropical fruit
3596,citrus fruit
4120,pip fruit
3215,canned beer
1674,shopping bags
3310,white bread
4783,chewing gum
3741,pastry
2466,whole milk
1653,frozen vegetables
2070,spread cheese
1749,specialty cheese
2625,whole milk
3002,grapes
1064,root vegetables
2127,bottled beer
4392,margarine
1649,salty snack
4375,soda
1699,margarine
2682,herbs
2022,other vegetables
2669,bottled beer
3025,herbs
3019,soda
4801,butter milk
3679,brown bread
3380,yogurt
3354,canned fish
1756,onions
3172,pickled vegetables
3341,hamburger meat
1113,specialty bar
3339,whole milk
3015,white bread
3144,pip fruit
4106,yogurt
1798,pastry
1493,yogurt
4454,bottled water
2935,canned beer
3328,shopping bags
3915,pip fruit
1968,margarine
4355,misc. beverages
1580,pip fruit
3703,domestic eggs
1497,liquor (appetizer)
1340,whole milk
1102,white bread
4223,pastry
4190,soda
4695,margarine
1421,citrus fruit
3293,bottled beer
3543,brown bread
1153,soft cheese
4097,other vegetables
1073,brown bread
3390,yogurt
1768,other vegetables
1186,whole milk
4138,yogurt
2816,other vegetables
2568,other vegetables
4512,butter
1628,pastry
3911,brown bread
3736,whole milk
4644,other vegetables
1583,pastry
3338,snack products
2427,butter
1302,butter
4499,berries
1785,grapes
3961,bottled water
2326,whole milk
1319,grapes
2370,UHT-milk
3118,citrus fruit
1067,tropical fruit
2870,beef
3843,flower (seeds)
1978,brown bread
1849,soda
4077,other vegetables
2494,UHT-milk
1442,misc. beverages
3840,yogurt
4288,white wine
4877,domestic eggs
3215,tropical fruit
2425,other vegetables
2345,whole milk
1967,grapes
2231,whipped/sour cream
3946,whipped/sour cream
3062,rolls/buns
2389,rolls/buns
3599,whipped/sour cream
1737,condensed milk
3612,flour
4070,other vegetables
3206,curd
4065,canned beer
3804,butter milk
3308,brown bread
2594,whole milk
4521,chewing gum
2226,pork
3620,whole milk
1277,other vegetables
3704,yogurt
3815,rolls/buns
1724,canned beer
1619,root vegetables
2193,whole milk
4319,hard cheese
1836,herbs
1593,other vegetables
4082,brandy
2934,UHT-milk
2577,other vegetables
4944,semi-finished bread
3439,canned beer
2475,fish
2492,other vegetables
2337,waffles
4779,chewing gum
2661,tropical fruit
1136,whole milk
4286,photo/film
2810,butter
3294,onions
1567,pot plants
4381,chicken
2340,whole milk
2570,oil
4922,butter
1339,other vegetables
2245,yogurt
3583,whole milk
3469,hard cheese
4092,beef
1629,tropical fruit
4763,hard cheese
4202,pip fruit
2314,other vegetables
2903,other vegetables
4320,whipped/sour cream
4810,dog food
1700,other vegetables
3272,yogurt
3762,rolls/buns
1125,shopping bags
3500,pastry
1174,whipped/sour cream
4875,whole milk
4871,whole milk
3009,tropical fruit
3593,grapes
4954,whole milk
4864,baking powder
4464,sugar
3089,soda
3764,dog food
1804,cream cheese 
4804,sliced cheese
3545,whipped/sour cream
3904,whipped/sour cream
1893,fruit/vegetable juice
3418,detergent
3694,rolls/buns
2613,yogurt
3141,other vegetables
4501,berries
3424,root vegetables
2564,pastry
2575,beef
4507,citrus fruit
1492,cream cheese 
1514,citrus fruit
1732,long life bakery product
3161,frozen dessert
3094,grapes
1585,yogurt
